[17:03:32.583] INFO: ShaderBench version 18.12.1720923 Release starts on Mon Dec 17 17:03:32 2018.
[17:03:32.583] INFO: ReadJsonConfigFile: config file "ShaderBench.json" loaded, total 290 lines.
[17:03:32.599] INFO: ReadJsonConfigFile: config file "GpuInfo.json" loaded, total 92 lines.
[17:03:32.599] INFO: Command line: "D:\Rocky\shaderbench\18.12\Windows\shaderbench.exe".
[17:04:19.445] [GAL] WARNING: Present fails.
[17:04:19.492] [GAL] WARNING: Present fails.
[17:04:19.539] [GAL] WARNING: Present fails.
[17:04:19.570] [GAL] WARNING: Present fails.
[17:04:19.617] [GAL] WARNING: Present fails.
[17:04:19.664] [GAL] WARNING: Present fails.
[17:04:19.711] [GAL] WARNING: Present fails.
[17:04:19.758] [GAL] WARNING: Present fails.
[17:04:19.805] [GAL] WARNING: Present fails.
[17:04:19.852] [GAL] WARNING: Present fails.
[17:04:19.883] [GAL] WARNING: Present fails.
[17:04:19.942] [GAL] WARNING: Present fails.
[17:04:19.974] [GAL] WARNING: Present fails.
[17:04:20.021] [GAL] WARNING: Present fails.
[17:04:20.067] [GAL] WARNING: Present fails.
[17:04:21.661] [GAL] WARNING: Present fails.
[17:04:21.677] [GAL] WARNING: Present fails.
[17:04:21.677] [GAL] WARNING: Present fails.
[17:04:21.693] [GAL] WARNING: Present fails.
[17:04:21.693] [GAL] WARNING: Present fails.
[17:04:23.266] [GAL] WARNING: Present fails.
[17:04:23.266] [GAL] WARNING: Present fails.
[17:04:23.281] [GAL] WARNING: Present fails.
[17:04:23.281] [GAL] WARNING: Present fails.
[17:04:23.297] [GAL] WARNING: Present fails.
[17:04:23.313] [GAL] WARNING: Present fails.
[17:04:23.313] [GAL] WARNING: Present fails.
[17:04:23.328] [GAL] WARNING: Present fails.
[17:04:23.328] [GAL] WARNING: Present fails.
[17:04:23.344] [GAL] WARNING: Present fails.
[17:04:23.359] [GAL] WARNING: Present fails.
[17:04:23.359] [GAL] WARNING: Present fails.
[17:04:23.375] [GAL] WARNING: Present fails.
[17:04:23.375] [GAL] WARNING: Present fails.
[17:04:23.391] [GAL] WARNING: Present fails.
[17:04:23.391] [GAL] WARNING: Present fails.
[17:04:23.406] [GAL] WARNING: Present fails.
[17:04:23.406] [GAL] WARNING: Present fails.
[17:04:23.422] [GAL] WARNING: Present fails.
[17:04:23.422] [GAL] WARNING: Present fails.
[17:04:24.764] [GAL] WARNING: Present fails.
[17:04:24.780] [GAL] WARNING: Present fails.
[17:04:24.796] [GAL] WARNING: Present fails.
[17:04:24.796] [GAL] WARNING: Present fails.
[17:04:24.796] [GAL] WARNING: Present fails.
[17:04:26.030] [GAL] WARNING: Present fails.
[17:04:26.046] [GAL] WARNING: Present fails.
[17:04:26.061] [GAL] WARNING: Present fails.
[17:04:26.061] [GAL] WARNING: Present fails.
[17:04:26.077] [GAL] WARNING: Present fails.
[17:04:26.077] [GAL] WARNING: Present fails.
[17:04:26.093] [GAL] WARNING: Present fails.
[17:04:26.093] [GAL] WARNING: Present fails.
[17:04:26.108] [GAL] WARNING: Present fails.
[17:04:26.124] [GAL] WARNING: Present fails.
[17:04:26.124] [GAL] WARNING: Present fails.
[17:04:26.140] [GAL] WARNING: Present fails.
[17:04:26.140] [GAL] WARNING: Present fails.
[17:04:26.155] [GAL] WARNING: Present fails.
[17:04:26.155] [GAL] WARNING: Present fails.
[17:04:26.171] [GAL] WARNING: Present fails.
[17:04:26.171] [GAL] WARNING: Present fails.
[17:04:26.186] [GAL] WARNING: Present fails.
[17:04:26.186] [GAL] WARNING: Present fails.
[17:04:26.202] [GAL] WARNING: Present fails.
[17:04:34.606] [GAL] WARNING: Present fails.
[17:04:34.656] [GAL] WARNING: Present fails.
[17:04:34.697] [GAL] WARNING: Present fails.
[17:04:34.744] [GAL] WARNING: Present fails.
[17:04:34.775] [GAL] WARNING: Present fails.
[17:04:42.979] [GAL] WARNING: Present fails.
[17:04:43.026] [GAL] WARNING: Present fails.
[17:04:43.073] [GAL] WARNING: Present fails.
[17:04:43.120] [GAL] WARNING: Present fails.
[17:04:43.151] [GAL] WARNING: Present fails.
[17:04:43.198] [GAL] WARNING: Present fails.
[17:04:43.245] [GAL] WARNING: Present fails.
[17:04:43.292] [GAL] WARNING: Present fails.
[17:04:43.338] [GAL] WARNING: Present fails.
[17:04:43.387] [GAL] WARNING: Present fails.
[17:04:43.431] [GAL] WARNING: Present fails.
[17:04:43.468] [GAL] WARNING: Present fails.
[17:04:43.515] [GAL] WARNING: Present fails.
[17:04:43.563] [GAL] WARNING: Present fails.
[17:04:43.594] [GAL] WARNING: Present fails.
[17:04:43.641] [GAL] WARNING: Present fails.
[17:04:43.688] [GAL] WARNING: Present fails.
[17:04:43.735] [GAL] WARNING: Present fails.
[17:04:43.783] [GAL] WARNING: Present fails.
[17:04:43.814] [GAL] WARNING: Present fails.
[17:04:46.705] [GAL] WARNING: Present fails.
[17:04:46.721] [GAL] WARNING: Present fails.
[17:04:46.736] [GAL] WARNING: Present fails.
[17:04:46.752] [GAL] WARNING: Present fails.
[17:04:46.768] [GAL] WARNING: Present fails.
[17:04:49.612] [GAL] WARNING: Present fails.
[17:04:49.627] [GAL] WARNING: Present fails.
[17:04:49.643] [GAL] WARNING: Present fails.
[17:04:49.659] [GAL] WARNING: Present fails.
[17:04:49.674] [GAL] WARNING: Present fails.
[17:04:49.690] [GAL] WARNING: Present fails.
[17:04:49.705] [GAL] WARNING: Present fails.
[17:04:49.721] [GAL] WARNING: Present fails.
[17:04:49.737] [GAL] WARNING: Present fails.
[17:04:49.737] [GAL] WARNING: Present fails.
[17:04:49.752] [GAL] WARNING: Present fails.
[17:04:49.768] [GAL] WARNING: Present fails.
[17:04:49.784] [GAL] WARNING: Present fails.
[17:04:49.799] [GAL] WARNING: Present fails.
[17:04:49.815] [GAL] WARNING: Present fails.
[17:04:49.830] [GAL] WARNING: Present fails.
[17:04:49.846] [GAL] WARNING: Present fails.
[17:04:49.862] [GAL] WARNING: Present fails.
[17:04:49.877] [GAL] WARNING: Present fails.
[17:04:49.893] [GAL] WARNING: Present fails.
[17:05:01.827] [GAL] WARNING: Present fails.
[17:05:01.902] [GAL] WARNING: Present fails.
[17:05:01.981] [GAL] WARNING: Present fails.
[17:05:02.068] [GAL] WARNING: Present fails.
[17:05:02.148] [GAL] WARNING: Present fails.
[17:05:13.802] [GAL] WARNING: Present fails.
[17:05:13.880] [GAL] WARNING: Present fails.
[17:05:13.958] [GAL] WARNING: Present fails.
[17:05:14.047] [GAL] WARNING: Present fails.
[17:05:14.115] [GAL] WARNING: Present fails.
[17:05:14.193] [GAL] WARNING: Present fails.
[17:05:14.287] [GAL] WARNING: Present fails.
[17:05:14.355] [GAL] WARNING: Present fails.
[17:05:14.434] [GAL] WARNING: Present fails.
[17:05:14.512] [GAL] WARNING: Present fails.
[17:05:14.605] [GAL] WARNING: Present fails.
[17:05:14.682] [GAL] WARNING: Present fails.
[17:05:14.759] [GAL] WARNING: Present fails.
[17:05:14.837] [GAL] WARNING: Present fails.
[17:05:14.916] [GAL] WARNING: Present fails.
[17:05:14.994] [GAL] WARNING: Present fails.
[17:05:15.072] [GAL] WARNING: Present fails.
[17:05:15.166] [GAL] WARNING: Present fails.
[17:05:15.244] [GAL] WARNING: Present fails.
[17:05:15.322] [GAL] WARNING: Present fails.
[17:05:25.838] [GAL] WARNING: Present fails.
[17:05:25.916] [GAL] WARNING: Present fails.
[17:05:25.994] [GAL] WARNING: Present fails.
[17:05:26.057] [GAL] WARNING: Present fails.
[17:05:26.135] [GAL] WARNING: Present fails.
[17:05:36.357] [GAL] WARNING: Present fails.
[17:05:36.416] [GAL] WARNING: Present fails.
[17:05:36.494] [GAL] WARNING: Present fails.
[17:05:36.572] [GAL] WARNING: Present fails.
[17:05:36.643] [GAL] WARNING: Present fails.
[17:05:36.702] [GAL] WARNING: Present fails.
[17:05:36.787] [GAL] WARNING: Present fails.
[17:05:36.849] [GAL] WARNING: Present fails.
[17:05:36.927] [GAL] WARNING: Present fails.
[17:05:36.990] [GAL] WARNING: Present fails.
[17:05:37.059] [GAL] WARNING: Present fails.
[17:05:37.143] [GAL] WARNING: Present fails.
[17:05:37.214] [GAL] WARNING: Present fails.
[17:05:37.276] [GAL] WARNING: Present fails.
[17:05:37.354] [GAL] WARNING: Present fails.
[17:05:37.419] [GAL] WARNING: Present fails.
[17:05:37.497] [GAL] WARNING: Present fails.
[17:05:37.559] [GAL] WARNING: Present fails.
[17:05:37.637] [GAL] WARNING: Present fails.
[17:05:37.715] [GAL] WARNING: Present fails.
[17:05:38.903] [GAL] WARNING: Present fails.
[17:05:38.918] [GAL] WARNING: Present fails.
[17:05:38.918] [GAL] WARNING: Present fails.
[17:05:38.934] [GAL] WARNING: Present fails.
[17:05:38.934] [GAL] WARNING: Present fails.
[17:05:40.106] [GAL] WARNING: Present fails.
[17:05:40.122] [GAL] WARNING: Present fails.
[17:05:40.137] [GAL] WARNING: Present fails.
[17:05:40.137] [GAL] WARNING: Present fails.
[17:05:40.153] [GAL] WARNING: Present fails.
[17:05:40.153] [GAL] WARNING: Present fails.
[17:05:40.169] [GAL] WARNING: Present fails.
[17:05:40.169] [GAL] WARNING: Present fails.
[17:05:40.184] [GAL] WARNING: Present fails.
[17:05:40.184] [GAL] WARNING: Present fails.
[17:05:40.200] [GAL] WARNING: Present fails.
[17:05:40.215] [GAL] WARNING: Present fails.
[17:05:40.215] [GAL] WARNING: Present fails.
[17:05:40.231] [GAL] WARNING: Present fails.
[17:05:40.231] [GAL] WARNING: Present fails.
[17:05:40.247] [GAL] WARNING: Present fails.
[17:05:40.247] [GAL] WARNING: Present fails.
[17:05:40.262] [GAL] WARNING: Present fails.
[17:05:40.262] [GAL] WARNING: Present fails.
[17:05:40.278] [GAL] WARNING: Present fails.
[17:05:43.013] [GAL] WARNING: Present fails.
[17:05:43.029] [GAL] WARNING: Present fails.
[17:05:43.044] [GAL] WARNING: Present fails.
[17:05:43.060] [GAL] WARNING: Present fails.
[17:05:43.076] [GAL] WARNING: Present fails.
[17:05:45.731] [GAL] WARNING: Present fails.
[17:05:45.746] [GAL] WARNING: Present fails.
[17:05:45.762] [GAL] WARNING: Present fails.
[17:05:45.778] [GAL] WARNING: Present fails.
[17:05:45.793] [GAL] WARNING: Present fails.
[17:05:45.809] [GAL] WARNING: Present fails.
[17:05:45.824] [GAL] WARNING: Present fails.
[17:05:45.840] [GAL] WARNING: Present fails.
[17:05:45.856] [GAL] WARNING: Present fails.
[17:05:45.871] [GAL] WARNING: Present fails.
[17:05:45.887] [GAL] WARNING: Present fails.
[17:05:45.903] [GAL] WARNING: Present fails.
[17:05:45.918] [GAL] WARNING: Present fails.
[17:05:45.934] [GAL] WARNING: Present fails.
[17:05:45.949] [GAL] WARNING: Present fails.
[17:05:45.949] [GAL] WARNING: Present fails.
[17:05:45.965] [GAL] WARNING: Present fails.
[17:05:45.981] [GAL] WARNING: Present fails.
[17:05:45.996] [GAL] WARNING: Present fails.
[17:05:46.012] [GAL] WARNING: Present fails.
[17:05:48.522] [GAL] WARNING: Present fails.
[17:05:48.522] [GAL] WARNING: Present fails.
[17:05:48.537] [GAL] WARNING: Present fails.
[17:05:48.537] [GAL] WARNING: Present fails.
[17:05:48.553] [GAL] WARNING: Present fails.
[17:05:51.006] [GAL] WARNING: Present fails.
[17:05:51.022] [GAL] WARNING: Present fails.
[17:05:51.022] [GAL] WARNING: Present fails.
[17:05:51.037] [GAL] WARNING: Present fails.
[17:05:51.037] [GAL] WARNING: Present fails.
[17:05:51.053] [GAL] WARNING: Present fails.
[17:05:51.053] [GAL] WARNING: Present fails.
[17:05:51.069] [GAL] WARNING: Present fails.
[17:05:51.069] [GAL] WARNING: Present fails.
[17:05:51.084] [GAL] WARNING: Present fails.
[17:05:51.084] [GAL] WARNING: Present fails.
[17:05:51.100] [GAL] WARNING: Present fails.
[17:05:51.100] [GAL] WARNING: Present fails.
[17:05:51.115] [GAL] WARNING: Present fails.
[17:05:51.115] [GAL] WARNING: Present fails.
[17:05:51.131] [GAL] WARNING: Present fails.
[17:05:51.131] [GAL] WARNING: Present fails.
[17:05:51.151] [GAL] WARNING: Present fails.
[17:05:51.151] [GAL] WARNING: Present fails.
[17:05:51.151] [GAL] WARNING: Present fails.
[17:05:51.948] [GAL] WARNING: Present fails.
[17:05:51.963] [GAL] WARNING: Present fails.
[17:05:51.963] [GAL] WARNING: Present fails.
[17:05:51.979] [GAL] WARNING: Present fails.
[17:05:51.979] [GAL] WARNING: Present fails.
[17:05:52.760] [GAL] WARNING: Present fails.
[17:05:52.776] [GAL] WARNING: Present fails.
[17:05:52.791] [GAL] WARNING: Present fails.
[17:05:52.791] [GAL] WARNING: Present fails.
[17:05:52.807] [GAL] WARNING: Present fails.
[17:05:52.807] [GAL] WARNING: Present fails.
[17:05:52.823] [GAL] WARNING: Present fails.
[17:05:52.823] [GAL] WARNING: Present fails.
[17:05:52.841] [GAL] WARNING: Present fails.
[17:05:52.841] [GAL] WARNING: Present fails.
[17:05:52.857] [GAL] WARNING: Present fails.
[17:05:52.857] [GAL] WARNING: Present fails.
[17:05:52.872] [GAL] WARNING: Present fails.
[17:05:52.872] [GAL] WARNING: Present fails.
[17:05:52.888] [GAL] WARNING: Present fails.
[17:05:52.888] [GAL] WARNING: Present fails.
[17:05:52.904] [GAL] WARNING: Present fails.
[17:05:52.904] [GAL] WARNING: Present fails.
[17:05:52.919] [GAL] WARNING: Present fails.
[17:05:52.919] [GAL] WARNING: Present fails.
[17:05:53.888] [GAL] WARNING: Present fails.
[17:05:53.904] [GAL] WARNING: Present fails.
[17:05:53.919] [GAL] WARNING: Present fails.
[17:05:53.935] [GAL] WARNING: Present fails.
[17:05:53.951] [GAL] WARNING: Present fails.
[17:05:54.904] [GAL] WARNING: Present fails.
[17:05:54.919] [GAL] WARNING: Present fails.
[17:05:54.935] [GAL] WARNING: Present fails.
[17:05:54.951] [GAL] WARNING: Present fails.
[17:05:54.951] [GAL] WARNING: Present fails.
[17:05:54.966] [GAL] WARNING: Present fails.
[17:05:54.982] [GAL] WARNING: Present fails.
[17:05:54.998] [GAL] WARNING: Present fails.
[17:05:54.998] [GAL] WARNING: Present fails.
[17:05:55.013] [GAL] WARNING: Present fails.
[17:05:55.029] [GAL] WARNING: Present fails.
[17:05:55.044] [GAL] WARNING: Present fails.
[17:05:55.044] [GAL] WARNING: Present fails.
[17:05:55.060] [GAL] WARNING: Present fails.
[17:05:55.076] [GAL] WARNING: Present fails.
[17:05:55.091] [GAL] WARNING: Present fails.
[17:05:55.091] [GAL] WARNING: Present fails.
[17:05:55.107] [GAL] WARNING: Present fails.
[17:05:55.123] [GAL] WARNING: Present fails.
[17:05:55.123] [GAL] WARNING: Present fails.
[17:05:56.232] [GAL] WARNING: Present fails.
[17:05:56.232] [GAL] WARNING: Present fails.
[17:05:56.251] [GAL] WARNING: Present fails.
[17:05:56.251] [GAL] WARNING: Present fails.
[17:05:56.267] [GAL] WARNING: Present fails.
[17:05:57.251] [GAL] WARNING: Present fails.
[17:05:57.267] [GAL] WARNING: Present fails.
[17:05:57.283] [GAL] WARNING: Present fails.
[17:05:57.283] [GAL] WARNING: Present fails.
[17:05:57.298] [GAL] WARNING: Present fails.
[17:05:57.298] [GAL] WARNING: Present fails.
[17:05:57.314] [GAL] WARNING: Present fails.
[17:05:57.314] [GAL] WARNING: Present fails.
[17:05:57.330] [GAL] WARNING: Present fails.
[17:05:57.330] [GAL] WARNING: Present fails.
[17:05:57.345] [GAL] WARNING: Present fails.
[17:05:57.345] [GAL] WARNING: Present fails.
[17:05:57.361] [GAL] WARNING: Present fails.
[17:05:57.376] [GAL] WARNING: Present fails.
[17:05:57.376] [GAL] WARNING: Present fails.
[17:05:57.392] [GAL] WARNING: Present fails.
[17:05:57.392] [GAL] WARNING: Present fails.
[17:05:57.408] [GAL] WARNING: Present fails.
[17:05:57.408] [GAL] WARNING: Present fails.
[17:05:57.423] [GAL] WARNING: Present fails.
[17:05:57.939] [GAL] WARNING: Present fails.
[17:05:57.955] [GAL] WARNING: Present fails.
[17:05:57.970] [GAL] WARNING: Present fails.
[17:05:57.970] [GAL] WARNING: Present fails.
[17:05:57.986] [GAL] WARNING: Present fails.
[17:05:58.470] [GAL] WARNING: Present fails.
[17:05:58.470] [GAL] WARNING: Present fails.
[17:05:58.486] [GAL] WARNING: Present fails.
[17:05:58.502] [GAL] WARNING: Present fails.
[17:05:58.502] [GAL] WARNING: Present fails.
[17:05:58.517] [GAL] WARNING: Present fails.
[17:05:58.533] [GAL] WARNING: Present fails.
[17:05:58.533] [GAL] WARNING: Present fails.
[17:05:58.548] [GAL] WARNING: Present fails.
[17:05:58.564] [GAL] WARNING: Present fails.
[17:05:58.564] [GAL] WARNING: Present fails.
[17:05:58.580] [GAL] WARNING: Present fails.
[17:05:58.595] [GAL] WARNING: Present fails.
[17:05:58.595] [GAL] WARNING: Present fails.
[17:05:58.611] [GAL] WARNING: Present fails.
[17:05:58.611] [GAL] WARNING: Present fails.
[17:05:58.627] [GAL] WARNING: Present fails.
[17:05:58.642] [GAL] WARNING: Present fails.
[17:05:58.642] [GAL] WARNING: Present fails.
[17:05:58.658] [GAL] WARNING: Present fails.
[17:06:01.174] [GAL] WARNING: Present fails.
[17:06:01.189] [GAL] WARNING: Present fails.
[17:06:01.189] [GAL] WARNING: Present fails.
[17:06:01.205] [GAL] WARNING: Present fails.
[17:06:01.205] [GAL] WARNING: Present fails.
[17:06:03.674] [GAL] WARNING: Present fails.
[17:06:03.689] [GAL] WARNING: Present fails.
[17:06:03.705] [GAL] WARNING: Present fails.
[17:06:03.705] [GAL] WARNING: Present fails.
[17:06:03.721] [GAL] WARNING: Present fails.
[17:06:03.721] [GAL] WARNING: Present fails.
[17:06:03.736] [GAL] WARNING: Present fails.
[17:06:03.736] [GAL] WARNING: Present fails.
[17:06:03.752] [GAL] WARNING: Present fails.
[17:06:03.752] [GAL] WARNING: Present fails.
[17:06:03.768] [GAL] WARNING: Present fails.
[17:06:03.768] [GAL] WARNING: Present fails.
[17:06:03.783] [GAL] WARNING: Present fails.
[17:06:03.783] [GAL] WARNING: Present fails.
[17:06:03.799] [GAL] WARNING: Present fails.
[17:06:03.799] [GAL] WARNING: Present fails.
[17:06:03.814] [GAL] WARNING: Present fails.
[17:06:03.814] [GAL] WARNING: Present fails.
[17:06:03.830] [GAL] WARNING: Present fails.
[17:06:03.830] [GAL] WARNING: Present fails.
[17:06:11.049] [GAL] WARNING: Present fails.
[17:06:11.065] [GAL] WARNING: Present fails.
[17:06:11.065] [GAL] WARNING: Present fails.
[17:06:11.065] [GAL] WARNING: Present fails.
[17:06:11.080] [GAL] WARNING: Present fails.
[17:06:17.987] [GAL] WARNING: Present fails.
[17:06:18.003] [GAL] WARNING: Present fails.
[17:06:18.003] [GAL] WARNING: Present fails.
[17:06:18.018] [GAL] WARNING: Present fails.
[17:06:18.018] [GAL] WARNING: Present fails.
[17:06:18.018] [GAL] WARNING: Present fails.
[17:06:18.034] [GAL] WARNING: Present fails.
[17:06:18.034] [GAL] WARNING: Present fails.
[17:06:18.050] [GAL] WARNING: Present fails.
[17:06:18.050] [GAL] WARNING: Present fails.
[17:06:18.065] [GAL] WARNING: Present fails.
[17:06:18.065] [GAL] WARNING: Present fails.
[17:06:18.081] [GAL] WARNING: Present fails.
[17:06:18.081] [GAL] WARNING: Present fails.
[17:06:18.097] [GAL] WARNING: Present fails.
[17:06:18.097] [GAL] WARNING: Present fails.
[17:06:18.097] [GAL] WARNING: Present fails.
[17:06:18.112] [GAL] WARNING: Present fails.
[17:06:18.112] [GAL] WARNING: Present fails.
[17:06:18.128] [GAL] WARNING: Present fails.
[17:06:19.253] [GAL] WARNING: Present fails.
[17:06:19.269] [GAL] WARNING: Present fails.
[17:06:19.269] [GAL] WARNING: Present fails.
[17:06:19.284] [GAL] WARNING: Present fails.
[17:06:19.300] [GAL] WARNING: Present fails.
[17:06:20.378] [GAL] WARNING: Present fails.
[17:06:20.378] [GAL] WARNING: Present fails.
[17:06:20.394] [GAL] WARNING: Present fails.
[17:06:20.409] [GAL] WARNING: Present fails.
[17:06:20.409] [GAL] WARNING: Present fails.
[17:06:20.425] [GAL] WARNING: Present fails.
[17:06:20.440] [GAL] WARNING: Present fails.
[17:06:20.440] [GAL] WARNING: Present fails.
[17:06:20.456] [GAL] WARNING: Present fails.
[17:06:20.472] [GAL] WARNING: Present fails.
[17:06:20.472] [GAL] WARNING: Present fails.
[17:06:20.487] [GAL] WARNING: Present fails.
[17:06:20.503] [GAL] WARNING: Present fails.
[17:06:20.503] [GAL] WARNING: Present fails.
[17:06:20.519] [GAL] WARNING: Present fails.
[17:06:20.519] [GAL] WARNING: Present fails.
[17:06:20.534] [GAL] WARNING: Present fails.
[17:06:20.550] [GAL] WARNING: Present fails.
[17:06:20.550] [GAL] WARNING: Present fails.
[17:06:20.565] [GAL] WARNING: Present fails.
[17:06:28.300] [GAL] WARNING: Present fails.
[17:06:28.332] [GAL] WARNING: Present fails.
[17:06:28.347] [GAL] WARNING: Present fails.
[17:06:28.363] [GAL] WARNING: Present fails.
[17:06:28.394] [GAL] WARNING: Present fails.
[17:06:36.066] [GAL] WARNING: Present fails.
[17:06:36.098] [GAL] WARNING: Present fails.
