[16:17:57.612] INFO: ShaderBench version 18.12.1720923 Release starts on Mon Dec 17 16:17:57 2018.
[16:17:57.612] INFO: ReadJsonConfigFile: config file "ShaderBench.json" loaded, total 290 lines.
[16:17:57.627] INFO: ReadJsonConfigFile: config file "GpuInfo.json" loaded, total 92 lines.
[16:17:57.627] INFO: Command line: "D:\Rocky\shaderbench\18.12\Windows\shaderbench.exe".
[16:19:23.351] [GAL] WARNING: Present fails.
[16:19:35.008] [GAL] WARNING: Present fails.
[16:19:35.086] [GAL] WARNING: Present fails.
[16:19:35.165] [GAL] WARNING: Present fails.
[16:19:35.259] [GAL] WARNING: Present fails.
[16:19:35.336] [GAL] WARNING: Present fails.
[16:19:35.415] [GAL] WARNING: Present fails.
[16:19:35.493] [GAL] WARNING: Present fails.
[16:19:35.581] [GAL] WARNING: Present fails.
[16:19:35.649] [GAL] WARNING: Present fails.
[16:19:35.741] [GAL] WARNING: Present fails.
[16:19:35.809] [GAL] WARNING: Present fails.
[16:19:35.887] [GAL] WARNING: Present fails.
[16:19:35.965] [GAL] WARNING: Present fails.
[16:19:36.058] [GAL] WARNING: Present fails.
[16:19:36.133] [GAL] WARNING: Present fails.
[16:19:36.211] [GAL] WARNING: Present fails.
[16:19:36.290] [GAL] WARNING: Present fails.
[16:19:36.382] [GAL] WARNING: Present fails.
[16:19:36.459] [GAL] WARNING: Present fails.
[16:19:36.536] [GAL] WARNING: Present fails.
[16:19:47.068] [GAL] WARNING: Present fails.
[16:19:47.144] [GAL] WARNING: Present fails.
[16:19:47.207] [GAL] WARNING: Present fails.
[16:19:47.285] [GAL] WARNING: Present fails.
[16:19:47.348] [GAL] WARNING: Present fails.
[16:19:57.614] [GAL] WARNING: Present fails.
[16:19:57.692] [GAL] WARNING: Present fails.
[16:19:57.770] [GAL] WARNING: Present fails.
[16:19:57.833] [GAL] WARNING: Present fails.
[16:19:57.911] [GAL] WARNING: Present fails.
[16:19:57.973] [GAL] WARNING: Present fails.
[16:19:58.059] [GAL] WARNING: Present fails.
[16:19:58.120] [GAL] WARNING: Present fails.
[16:19:58.198] [GAL] WARNING: Present fails.
[16:19:58.274] [GAL] WARNING: Present fails.
[16:19:58.343] [GAL] WARNING: Present fails.
[16:19:58.418] [GAL] WARNING: Present fails.
[16:19:58.480] [GAL] WARNING: Present fails.
[16:19:58.558] [GAL] WARNING: Present fails.
[16:19:58.621] [GAL] WARNING: Present fails.
[16:19:58.699] [GAL] WARNING: Present fails.
[16:19:58.776] [GAL] WARNING: Present fails.
[16:19:58.838] [GAL] WARNING: Present fails.
[16:19:58.916] [GAL] WARNING: Present fails.
[16:19:58.979] [GAL] WARNING: Present fails.
[16:20:00.198] [GAL] WARNING: Present fails.
[16:20:00.213] [GAL] WARNING: Present fails.
[16:20:00.213] [GAL] WARNING: Present fails.
[16:20:00.229] [GAL] WARNING: Present fails.
[16:20:00.229] [GAL] WARNING: Present fails.
[16:20:01.416] [GAL] WARNING: Present fails.
[16:20:01.432] [GAL] WARNING: Present fails.
[16:20:01.432] [GAL] WARNING: Present fails.
[16:20:01.448] [GAL] WARNING: Present fails.
[16:20:01.448] [GAL] WARNING: Present fails.
[16:20:01.463] [GAL] WARNING: Present fails.
[16:20:01.479] [GAL] WARNING: Present fails.
[16:20:01.479] [GAL] WARNING: Present fails.
[16:20:01.495] [GAL] WARNING: Present fails.
[16:20:01.495] [GAL] WARNING: Present fails.
[16:20:01.510] [GAL] WARNING: Present fails.
[16:20:01.510] [GAL] WARNING: Present fails.
[16:20:01.526] [GAL] WARNING: Present fails.
[16:20:01.526] [GAL] WARNING: Present fails.
[16:20:01.541] [GAL] WARNING: Present fails.
[16:20:01.557] [GAL] WARNING: Present fails.
[16:20:01.557] [GAL] WARNING: Present fails.
[16:20:01.573] [GAL] WARNING: Present fails.
[16:20:01.573] [GAL] WARNING: Present fails.
[16:20:01.588] [GAL] WARNING: Present fails.
[16:20:04.339] [GAL] WARNING: Present fails.
[16:20:04.354] [GAL] WARNING: Present fails.
[16:20:04.370] [GAL] WARNING: Present fails.
[16:20:04.385] [GAL] WARNING: Present fails.
[16:20:04.401] [GAL] WARNING: Present fails.
[16:20:07.073] [GAL] WARNING: Present fails.
[16:20:07.089] [GAL] WARNING: Present fails.
[16:20:07.104] [GAL] WARNING: Present fails.
[16:20:07.120] [GAL] WARNING: Present fails.
[16:20:07.136] [GAL] WARNING: Present fails.
[16:20:07.151] [GAL] WARNING: Present fails.
[16:20:07.167] [GAL] WARNING: Present fails.
[16:20:07.182] [GAL] WARNING: Present fails.
[16:20:07.198] [GAL] WARNING: Present fails.
[16:20:07.198] [GAL] WARNING: Present fails.
[16:20:07.214] [GAL] WARNING: Present fails.
[16:20:07.229] [GAL] WARNING: Present fails.
[16:20:07.245] [GAL] WARNING: Present fails.
[16:20:07.261] [GAL] WARNING: Present fails.
[16:20:07.276] [GAL] WARNING: Present fails.
[16:20:07.292] [GAL] WARNING: Present fails.
[16:20:07.307] [GAL] WARNING: Present fails.
[16:20:07.323] [GAL] WARNING: Present fails.
[16:20:07.339] [GAL] WARNING: Present fails.
[16:20:07.354] [GAL] WARNING: Present fails.
[16:20:09.870] [GAL] WARNING: Present fails.
[16:20:09.886] [GAL] WARNING: Present fails.
[16:20:09.886] [GAL] WARNING: Present fails.
[16:20:09.901] [GAL] WARNING: Present fails.
[16:20:09.901] [GAL] WARNING: Present fails.
[16:20:12.386] [GAL] WARNING: Present fails.
[16:20:12.386] [GAL] WARNING: Present fails.
[16:20:12.402] [GAL] WARNING: Present fails.
[16:20:12.402] [GAL] WARNING: Present fails.
[16:20:12.417] [GAL] WARNING: Present fails.
[16:20:12.417] [GAL] WARNING: Present fails.
[16:20:12.433] [GAL] WARNING: Present fails.
[16:20:12.448] [GAL] WARNING: Present fails.
[16:20:12.448] [GAL] WARNING: Present fails.
[16:20:12.464] [GAL] WARNING: Present fails.
[16:20:12.464] [GAL] WARNING: Present fails.
[16:20:12.480] [GAL] WARNING: Present fails.
[16:20:12.480] [GAL] WARNING: Present fails.
[16:20:12.495] [GAL] WARNING: Present fails.
[16:20:12.495] [GAL] WARNING: Present fails.
[16:20:12.511] [GAL] WARNING: Present fails.
[16:20:12.511] [GAL] WARNING: Present fails.
[16:20:12.527] [GAL] WARNING: Present fails.
[16:20:12.527] [GAL] WARNING: Present fails.
[16:20:12.542] [GAL] WARNING: Present fails.
[16:20:13.339] [GAL] WARNING: Present fails.
[16:20:13.339] [GAL] WARNING: Present fails.
[16:20:13.357] [GAL] WARNING: Present fails.
[16:20:13.357] [GAL] WARNING: Present fails.
[16:20:13.373] [GAL] WARNING: Present fails.
[16:20:14.154] [GAL] WARNING: Present fails.
[16:20:14.154] [GAL] WARNING: Present fails.
[16:20:14.173] [GAL] WARNING: Present fails.
[16:20:14.173] [GAL] WARNING: Present fails.
[16:20:14.189] [GAL] WARNING: Present fails.
[16:20:14.189] [GAL] WARNING: Present fails.
[16:20:14.205] [GAL] WARNING: Present fails.
[16:20:14.205] [GAL] WARNING: Present fails.
[16:20:14.220] [GAL] WARNING: Present fails.
[16:20:14.220] [GAL] WARNING: Present fails.
[16:20:14.236] [GAL] WARNING: Present fails.
[16:20:14.236] [GAL] WARNING: Present fails.
[16:20:14.252] [GAL] WARNING: Present fails.
[16:20:14.252] [GAL] WARNING: Present fails.
[16:20:14.267] [GAL] WARNING: Present fails.
[16:20:14.267] [GAL] WARNING: Present fails.
[16:20:14.283] [GAL] WARNING: Present fails.
[16:20:14.283] [GAL] WARNING: Present fails.
[16:20:14.298] [GAL] WARNING: Present fails.
[16:20:14.298] [GAL] WARNING: Present fails.
[16:20:15.283] [GAL] WARNING: Present fails.
[16:20:15.298] [GAL] WARNING: Present fails.
[16:20:15.314] [GAL] WARNING: Present fails.
[16:20:15.330] [GAL] WARNING: Present fails.
[16:20:15.345] [GAL] WARNING: Present fails.
[16:20:16.306] [GAL] WARNING: Present fails.
[16:20:16.306] [GAL] WARNING: Present fails.
[16:20:16.320] [GAL] WARNING: Present fails.
[16:20:16.336] [GAL] WARNING: Present fails.
[16:20:16.352] [GAL] WARNING: Present fails.
[16:20:16.367] [GAL] WARNING: Present fails.
[16:20:16.367] [GAL] WARNING: Present fails.
[16:20:16.383] [GAL] WARNING: Present fails.
[16:20:16.399] [GAL] WARNING: Present fails.
[16:20:16.414] [GAL] WARNING: Present fails.
[16:20:16.430] [GAL] WARNING: Present fails.
[16:20:16.430] [GAL] WARNING: Present fails.
[16:20:16.445] [GAL] WARNING: Present fails.
[16:20:16.461] [GAL] WARNING: Present fails.
[16:20:16.477] [GAL] WARNING: Present fails.
[16:20:16.477] [GAL] WARNING: Present fails.
[16:20:16.492] [GAL] WARNING: Present fails.
[16:20:16.508] [GAL] WARNING: Present fails.
[16:20:16.524] [GAL] WARNING: Present fails.
[16:20:16.524] [GAL] WARNING: Present fails.
[16:20:17.648] [GAL] WARNING: Present fails.
[16:20:17.664] [GAL] WARNING: Present fails.
[16:20:17.680] [GAL] WARNING: Present fails.
[16:20:17.680] [GAL] WARNING: Present fails.
[16:20:17.695] [GAL] WARNING: Present fails.
[16:20:18.711] [GAL] WARNING: Present fails.
[16:20:18.711] [GAL] WARNING: Present fails.
[16:20:18.729] [GAL] WARNING: Present fails.
[16:20:18.729] [GAL] WARNING: Present fails.
[16:20:18.744] [GAL] WARNING: Present fails.
[16:20:18.744] [GAL] WARNING: Present fails.
[16:20:18.760] [GAL] WARNING: Present fails.
[16:20:18.775] [GAL] WARNING: Present fails.
[16:20:18.775] [GAL] WARNING: Present fails.
[16:20:18.791] [GAL] WARNING: Present fails.
[16:20:18.791] [GAL] WARNING: Present fails.
[16:20:18.807] [GAL] WARNING: Present fails.
[16:20:18.807] [GAL] WARNING: Present fails.
[16:20:18.822] [GAL] WARNING: Present fails.
[16:20:18.822] [GAL] WARNING: Present fails.
[16:20:18.838] [GAL] WARNING: Present fails.
[16:20:18.838] [GAL] WARNING: Present fails.
[16:20:18.854] [GAL] WARNING: Present fails.
[16:20:18.854] [GAL] WARNING: Present fails.
[16:20:18.869] [GAL] WARNING: Present fails.
[16:20:19.385] [GAL] WARNING: Present fails.
[16:20:19.401] [GAL] WARNING: Present fails.
[16:20:19.416] [GAL] WARNING: Present fails.
[16:20:19.432] [GAL] WARNING: Present fails.
[16:20:19.432] [GAL] WARNING: Present fails.
[16:20:19.932] [GAL] WARNING: Present fails.
[16:20:19.932] [GAL] WARNING: Present fails.
[16:20:19.947] [GAL] WARNING: Present fails.
[16:20:19.963] [GAL] WARNING: Present fails.
[16:20:19.979] [GAL] WARNING: Present fails.
[16:20:19.979] [GAL] WARNING: Present fails.
[16:20:19.994] [GAL] WARNING: Present fails.
[16:20:20.010] [GAL] WARNING: Present fails.
[16:20:20.010] [GAL] WARNING: Present fails.
[16:20:20.026] [GAL] WARNING: Present fails.
[16:20:20.026] [GAL] WARNING: Present fails.
[16:20:20.041] [GAL] WARNING: Present fails.
[16:20:20.057] [GAL] WARNING: Present fails.
[16:20:20.057] [GAL] WARNING: Present fails.
[16:20:20.072] [GAL] WARNING: Present fails.
[16:20:20.088] [GAL] WARNING: Present fails.
[16:20:20.088] [GAL] WARNING: Present fails.
[16:20:20.104] [GAL] WARNING: Present fails.
[16:20:20.119] [GAL] WARNING: Present fails.
[16:20:20.119] [GAL] WARNING: Present fails.
[16:20:22.635] [GAL] WARNING: Present fails.
[16:20:22.651] [GAL] WARNING: Present fails.
[16:20:22.666] [GAL] WARNING: Present fails.
[16:20:22.666] [GAL] WARNING: Present fails.
[16:20:22.682] [GAL] WARNING: Present fails.
[16:20:25.167] [GAL] WARNING: Present fails.
[16:20:25.167] [GAL] WARNING: Present fails.
[16:20:25.182] [GAL] WARNING: Present fails.
[16:20:25.182] [GAL] WARNING: Present fails.
[16:20:25.198] [GAL] WARNING: Present fails.
[16:20:25.213] [GAL] WARNING: Present fails.
[16:20:25.213] [GAL] WARNING: Present fails.
[16:20:25.229] [GAL] WARNING: Present fails.
[16:20:25.229] [GAL] WARNING: Present fails.
[16:20:25.245] [GAL] WARNING: Present fails.
[16:20:25.245] [GAL] WARNING: Present fails.
[16:20:25.260] [GAL] WARNING: Present fails.
[16:20:25.260] [GAL] WARNING: Present fails.
[16:20:25.276] [GAL] WARNING: Present fails.
[16:20:25.276] [GAL] WARNING: Present fails.
[16:20:25.295] [GAL] WARNING: Present fails.
[16:20:25.295] [GAL] WARNING: Present fails.
[16:20:25.310] [GAL] WARNING: Present fails.
[16:20:25.310] [GAL] WARNING: Present fails.
[16:20:25.326] [GAL] WARNING: Present fails.
[16:20:32.464] [GAL] WARNING: Present fails.
[16:20:32.472] [GAL] WARNING: Present fails.
[16:20:32.472] [GAL] WARNING: Present fails.
[16:20:32.472] [GAL] WARNING: Present fails.
[16:20:32.488] [GAL] WARNING: Present fails.
[16:20:39.613] [GAL] WARNING: Present fails.
[16:20:39.613] [GAL] WARNING: Present fails.
[16:20:39.629] [GAL] WARNING: Present fails.
[16:20:39.629] [GAL] WARNING: Present fails.
[16:20:39.644] [GAL] WARNING: Present fails.
[16:20:39.644] [GAL] WARNING: Present fails.
[16:20:39.660] [GAL] WARNING: Present fails.
[16:20:39.660] [GAL] WARNING: Present fails.
[16:20:39.676] [GAL] WARNING: Present fails.
[16:20:39.676] [GAL] WARNING: Present fails.
[16:20:39.691] [GAL] WARNING: Present fails.
[16:20:39.691] [GAL] WARNING: Present fails.
[16:20:39.707] [GAL] WARNING: Present fails.
[16:20:39.707] [GAL] WARNING: Present fails.
[16:20:39.723] [GAL] WARNING: Present fails.
[16:20:39.723] [GAL] WARNING: Present fails.
[16:20:39.723] [GAL] WARNING: Present fails.
[16:20:39.738] [GAL] WARNING: Present fails.
[16:20:39.738] [GAL] WARNING: Present fails.
[16:20:39.754] [GAL] WARNING: Present fails.
[16:20:40.892] [GAL] WARNING: Present fails.
[16:20:40.892] [GAL] WARNING: Present fails.
[16:20:40.907] [GAL] WARNING: Present fails.
[16:20:40.923] [GAL] WARNING: Present fails.
[16:20:40.923] [GAL] WARNING: Present fails.
[16:20:42.021] [GAL] WARNING: Present fails.
[16:20:42.021] [GAL] WARNING: Present fails.
[16:20:42.037] [GAL] WARNING: Present fails.
[16:20:42.052] [GAL] WARNING: Present fails.
[16:20:42.052] [GAL] WARNING: Present fails.
[16:20:42.068] [GAL] WARNING: Present fails.
[16:20:42.083] [GAL] WARNING: Present fails.
[16:20:42.083] [GAL] WARNING: Present fails.
[16:20:42.099] [GAL] WARNING: Present fails.
[16:20:42.115] [GAL] WARNING: Present fails.
[16:20:42.115] [GAL] WARNING: Present fails.
[16:20:42.130] [GAL] WARNING: Present fails.
[16:20:42.146] [GAL] WARNING: Present fails.
[16:20:42.146] [GAL] WARNING: Present fails.
[16:20:42.162] [GAL] WARNING: Present fails.
[16:20:42.162] [GAL] WARNING: Present fails.
[16:20:42.177] [GAL] WARNING: Present fails.
[16:20:42.193] [GAL] WARNING: Present fails.
[16:20:42.193] [GAL] WARNING: Present fails.
[16:20:42.208] [GAL] WARNING: Present fails.
[16:20:49.959] [GAL] WARNING: Present fails.
[16:20:49.975] [GAL] WARNING: Present fails.
[16:20:50.006] [GAL] WARNING: Present fails.
[16:20:50.021] [GAL] WARNING: Present fails.
[16:20:50.037] [GAL] WARNING: Present fails.
[16:20:57.764] [GAL] WARNING: Present fails.
[16:20:57.784] [GAL] WARNING: Present fails.
