[16:40:49.610] INFO: ShaderBench version 18.12.1720923 Release starts on Mon Dec 17 16:40:49 2018.
[16:40:49.610] INFO: ReadJsonConfigFile: config file "ShaderBench.json" loaded, total 290 lines.
[16:40:49.626] INFO: ReadJsonConfigFile: config file "GpuInfo.json" loaded, total 92 lines.
[16:40:49.626] INFO: Command line: "D:\Rocky\shaderbench\18.12\Windows\shaderbench.exe".
[16:41:22.516] [GAL] WARNING: Present fails.
[16:41:22.532] [GAL] WARNING: Present fails.
[16:41:22.548] [GAL] WARNING: Present fails.
[16:41:22.563] [GAL] WARNING: Present fails.
[16:41:22.563] [GAL] WARNING: Present fails.
[16:41:22.579] [GAL] WARNING: Present fails.
[16:41:22.594] [GAL] WARNING: Present fails.
[16:41:22.610] [GAL] WARNING: Present fails.
[16:41:22.626] [GAL] WARNING: Present fails.
[16:41:22.641] [GAL] WARNING: Present fails.
[16:41:22.641] [GAL] WARNING: Present fails.
[16:41:22.657] [GAL] WARNING: Present fails.
[16:41:22.673] [GAL] WARNING: Present fails.
[16:41:22.688] [GAL] WARNING: Present fails.
[16:41:22.704] [GAL] WARNING: Present fails.
[16:41:22.704] [GAL] WARNING: Present fails.
[16:41:22.719] [GAL] WARNING: Present fails.
[16:41:22.735] [GAL] WARNING: Present fails.
[16:41:28.595] [GAL] WARNING: Present fails.
[16:41:28.646] [GAL] WARNING: Present fails.
[16:41:28.687] [GAL] WARNING: Present fails.
[16:41:28.734] [GAL] WARNING: Present fails.
[16:41:28.785] [GAL] WARNING: Present fails.
[16:41:34.317] [GAL] WARNING: Present fails.
[16:41:34.364] [GAL] WARNING: Present fails.
[16:41:34.424] [GAL] WARNING: Present fails.
[16:41:34.459] [GAL] WARNING: Present fails.
[16:41:34.505] [GAL] WARNING: Present fails.
[16:41:34.552] [GAL] WARNING: Present fails.
[16:41:34.599] [GAL] WARNING: Present fails.
[16:41:34.646] [GAL] WARNING: Present fails.
[16:41:34.693] [GAL] WARNING: Present fails.
[16:41:34.740] [GAL] WARNING: Present fails.
[16:41:34.771] [GAL] WARNING: Present fails.
[16:41:34.818] [GAL] WARNING: Present fails.
[16:41:34.865] [GAL] WARNING: Present fails.
[16:41:34.920] [GAL] WARNING: Present fails.
[16:41:34.965] [GAL] WARNING: Present fails.
[16:41:34.996] [GAL] WARNING: Present fails.
[16:41:35.043] [GAL] WARNING: Present fails.
[16:41:35.090] [GAL] WARNING: Present fails.
[16:41:35.143] [GAL] WARNING: Present fails.
[16:41:35.182] [GAL] WARNING: Present fails.
[16:41:36.761] [GAL] WARNING: Present fails.
[16:41:36.776] [GAL] WARNING: Present fails.
[16:41:36.792] [GAL] WARNING: Present fails.
[16:41:36.792] [GAL] WARNING: Present fails.
[16:41:36.807] [GAL] WARNING: Present fails.
[16:41:38.354] [GAL] WARNING: Present fails.
[16:41:38.370] [GAL] WARNING: Present fails.
[16:41:38.386] [GAL] WARNING: Present fails.
[16:41:38.386] [GAL] WARNING: Present fails.
[16:41:38.402] [GAL] WARNING: Present fails.
[16:41:38.402] [GAL] WARNING: Present fails.
[16:41:38.417] [GAL] WARNING: Present fails.
[16:41:38.433] [GAL] WARNING: Present fails.
[16:41:38.433] [GAL] WARNING: Present fails.
[16:41:38.449] [GAL] WARNING: Present fails.
[16:41:38.449] [GAL] WARNING: Present fails.
[16:41:38.464] [GAL] WARNING: Present fails.
[16:41:38.464] [GAL] WARNING: Present fails.
[16:41:38.480] [GAL] WARNING: Present fails.
[16:41:38.480] [GAL] WARNING: Present fails.
[16:41:38.495] [GAL] WARNING: Present fails.
[16:41:38.495] [GAL] WARNING: Present fails.
[16:41:38.511] [GAL] WARNING: Present fails.
[16:41:38.511] [GAL] WARNING: Present fails.
[16:41:38.527] [GAL] WARNING: Present fails.
[16:41:39.874] [GAL] WARNING: Present fails.
[16:41:39.889] [GAL] WARNING: Present fails.
[16:41:39.889] [GAL] WARNING: Present fails.
[16:41:39.905] [GAL] WARNING: Present fails.
[16:41:39.905] [GAL] WARNING: Present fails.
[16:41:41.139] [GAL] WARNING: Present fails.
[16:41:41.139] [GAL] WARNING: Present fails.
[16:41:41.155] [GAL] WARNING: Present fails.
[16:41:41.155] [GAL] WARNING: Present fails.
[16:41:41.171] [GAL] WARNING: Present fails.
[16:41:41.171] [GAL] WARNING: Present fails.
[16:41:41.186] [GAL] WARNING: Present fails.
[16:41:41.186] [GAL] WARNING: Present fails.
[16:41:41.202] [GAL] WARNING: Present fails.
[16:41:41.202] [GAL] WARNING: Present fails.
[16:41:41.218] [GAL] WARNING: Present fails.
[16:41:41.218] [GAL] WARNING: Present fails.
[16:41:41.218] [GAL] WARNING: Present fails.
[16:41:41.233] [GAL] WARNING: Present fails.
[16:41:41.233] [GAL] WARNING: Present fails.
[16:41:41.249] [GAL] WARNING: Present fails.
[16:41:41.249] [GAL] WARNING: Present fails.
[16:41:41.264] [GAL] WARNING: Present fails.
[16:41:41.264] [GAL] WARNING: Present fails.
[16:41:41.280] [GAL] WARNING: Present fails.
[16:41:49.656] [GAL] WARNING: Present fails.
[16:41:49.702] [GAL] WARNING: Present fails.
[16:41:49.749] [GAL] WARNING: Present fails.
[16:41:49.796] [GAL] WARNING: Present fails.
[16:41:49.843] [GAL] WARNING: Present fails.
[16:41:58.000] [GAL] WARNING: Present fails.
[16:41:58.047] [GAL] WARNING: Present fails.
[16:41:58.094] [GAL] WARNING: Present fails.
[16:41:58.140] [GAL] WARNING: Present fails.
[16:41:58.187] [GAL] WARNING: Present fails.
[16:41:58.219] [GAL] WARNING: Present fails.
[16:41:58.265] [GAL] WARNING: Present fails.
[16:41:58.312] [GAL] WARNING: Present fails.
[16:41:58.363] [GAL] WARNING: Present fails.
[16:41:58.405] [GAL] WARNING: Present fails.
[16:41:58.435] [GAL] WARNING: Present fails.
[16:41:58.491] [GAL] WARNING: Present fails.
[16:41:58.527] [GAL] WARNING: Present fails.
[16:41:58.575] [GAL] WARNING: Present fails.
[16:41:58.618] [GAL] WARNING: Present fails.
[16:41:58.649] [GAL] WARNING: Present fails.
[16:41:58.696] [GAL] WARNING: Present fails.
[16:41:58.743] [GAL] WARNING: Present fails.
[16:41:58.774] [GAL] WARNING: Present fails.
[16:41:58.821] [GAL] WARNING: Present fails.
[16:42:01.727] [GAL] WARNING: Present fails.
[16:42:01.742] [GAL] WARNING: Present fails.
[16:42:01.742] [GAL] WARNING: Present fails.
[16:42:01.758] [GAL] WARNING: Present fails.
[16:42:01.773] [GAL] WARNING: Present fails.
[16:42:04.649] [GAL] WARNING: Present fails.
[16:42:04.664] [GAL] WARNING: Present fails.
[16:42:04.680] [GAL] WARNING: Present fails.
[16:42:04.696] [GAL] WARNING: Present fails.
[16:42:04.711] [GAL] WARNING: Present fails.
[16:42:04.727] [GAL] WARNING: Present fails.
[16:42:04.742] [GAL] WARNING: Present fails.
[16:42:04.758] [GAL] WARNING: Present fails.
[16:42:04.758] [GAL] WARNING: Present fails.
[16:42:04.774] [GAL] WARNING: Present fails.
[16:42:04.789] [GAL] WARNING: Present fails.
[16:42:04.805] [GAL] WARNING: Present fails.
[16:42:04.821] [GAL] WARNING: Present fails.
[16:42:04.836] [GAL] WARNING: Present fails.
[16:42:04.852] [GAL] WARNING: Present fails.
[16:42:04.852] [GAL] WARNING: Present fails.
[16:42:04.867] [GAL] WARNING: Present fails.
[16:42:04.883] [GAL] WARNING: Present fails.
[16:42:04.899] [GAL] WARNING: Present fails.
[16:42:04.899] [GAL] WARNING: Present fails.
[16:42:16.841] [GAL] WARNING: Present fails.
[16:42:16.919] [GAL] WARNING: Present fails.
[16:42:17.001] [GAL] WARNING: Present fails.
[16:42:17.080] [GAL] WARNING: Present fails.
[16:42:17.148] [GAL] WARNING: Present fails.
[16:42:28.821] [GAL] WARNING: Present fails.
[16:42:28.899] [GAL] WARNING: Present fails.
[16:42:28.977] [GAL] WARNING: Present fails.
[16:42:29.055] [GAL] WARNING: Present fails.
[16:42:29.133] [GAL] WARNING: Present fails.
[16:42:29.212] [GAL] WARNING: Present fails.
[16:42:29.290] [GAL] WARNING: Present fails.
[16:42:29.367] [GAL] WARNING: Present fails.
[16:42:29.457] [GAL] WARNING: Present fails.
[16:42:29.524] [GAL] WARNING: Present fails.
[16:42:29.614] [GAL] WARNING: Present fails.
[16:42:29.692] [GAL] WARNING: Present fails.
[16:42:29.770] [GAL] WARNING: Present fails.
[16:42:29.836] [GAL] WARNING: Present fails.
[16:42:29.914] [GAL] WARNING: Present fails.
[16:42:30.008] [GAL] WARNING: Present fails.
[16:42:30.086] [GAL] WARNING: Present fails.
[16:42:30.167] [GAL] WARNING: Present fails.
[16:42:30.244] [GAL] WARNING: Present fails.
[16:42:30.348] [GAL] WARNING: Present fails.
[16:42:40.898] [GAL] WARNING: Present fails.
[16:42:40.970] [GAL] WARNING: Present fails.
[16:42:41.039] [GAL] WARNING: Present fails.
[16:42:41.103] [GAL] WARNING: Present fails.
[16:42:41.181] [GAL] WARNING: Present fails.
[16:42:51.416] [GAL] WARNING: Present fails.
[16:42:51.485] [GAL] WARNING: Present fails.
[16:42:51.547] [GAL] WARNING: Present fails.
[16:42:51.626] [GAL] WARNING: Present fails.
[16:42:51.704] [GAL] WARNING: Present fails.
[16:42:51.776] [GAL] WARNING: Present fails.
[16:42:51.838] [GAL] WARNING: Present fails.
[16:42:51.918] [GAL] WARNING: Present fails.
[16:42:51.986] [GAL] WARNING: Present fails.
[16:42:52.044] [GAL] WARNING: Present fails.
[16:42:52.122] [GAL] WARNING: Present fails.
[16:42:52.184] [GAL] WARNING: Present fails.
[16:42:52.262] [GAL] WARNING: Present fails.
[16:42:52.325] [GAL] WARNING: Present fails.
[16:42:52.403] [GAL] WARNING: Present fails.
[16:42:52.472] [GAL] WARNING: Present fails.
[16:42:52.551] [GAL] WARNING: Present fails.
[16:42:52.615] [GAL] WARNING: Present fails.
[16:42:52.693] [GAL] WARNING: Present fails.
[16:42:52.755] [GAL] WARNING: Present fails.
[16:42:53.962] [GAL] WARNING: Present fails.
[16:42:53.962] [GAL] WARNING: Present fails.
[16:42:53.983] [GAL] WARNING: Present fails.
[16:42:53.983] [GAL] WARNING: Present fails.
[16:42:53.983] [GAL] WARNING: Present fails.
[16:42:55.171] [GAL] WARNING: Present fails.
[16:42:55.171] [GAL] WARNING: Present fails.
[16:42:55.187] [GAL] WARNING: Present fails.
[16:42:55.187] [GAL] WARNING: Present fails.
[16:42:55.203] [GAL] WARNING: Present fails.
[16:42:55.203] [GAL] WARNING: Present fails.
[16:42:55.218] [GAL] WARNING: Present fails.
[16:42:55.218] [GAL] WARNING: Present fails.
[16:42:55.234] [GAL] WARNING: Present fails.
[16:42:55.234] [GAL] WARNING: Present fails.
[16:42:55.249] [GAL] WARNING: Present fails.
[16:42:55.249] [GAL] WARNING: Present fails.
[16:42:55.265] [GAL] WARNING: Present fails.
[16:42:55.265] [GAL] WARNING: Present fails.
[16:42:55.281] [GAL] WARNING: Present fails.
[16:42:55.281] [GAL] WARNING: Present fails.
[16:42:55.281] [GAL] WARNING: Present fails.
[16:42:55.296] [GAL] WARNING: Present fails.
[16:42:55.296] [GAL] WARNING: Present fails.
[16:42:55.312] [GAL] WARNING: Present fails.
[16:42:58.056] [GAL] WARNING: Present fails.
[16:42:58.072] [GAL] WARNING: Present fails.
[16:42:58.087] [GAL] WARNING: Present fails.
[16:42:58.087] [GAL] WARNING: Present fails.
[16:42:58.103] [GAL] WARNING: Present fails.
[16:43:00.744] [GAL] WARNING: Present fails.
[16:43:00.759] [GAL] WARNING: Present fails.
[16:43:00.775] [GAL] WARNING: Present fails.
[16:43:00.790] [GAL] WARNING: Present fails.
[16:43:00.806] [GAL] WARNING: Present fails.
[16:43:00.822] [GAL] WARNING: Present fails.
[16:43:00.837] [GAL] WARNING: Present fails.
[16:43:00.853] [GAL] WARNING: Present fails.
[16:43:00.869] [GAL] WARNING: Present fails.
[16:43:00.884] [GAL] WARNING: Present fails.
[16:43:00.884] [GAL] WARNING: Present fails.
[16:43:00.900] [GAL] WARNING: Present fails.
[16:43:00.915] [GAL] WARNING: Present fails.
[16:43:00.931] [GAL] WARNING: Present fails.
[16:43:00.947] [GAL] WARNING: Present fails.
[16:43:00.962] [GAL] WARNING: Present fails.
[16:43:00.962] [GAL] WARNING: Present fails.
[16:43:00.978] [GAL] WARNING: Present fails.
[16:43:00.994] [GAL] WARNING: Present fails.
[16:43:01.009] [GAL] WARNING: Present fails.
[16:43:03.494] [GAL] WARNING: Present fails.
[16:43:03.509] [GAL] WARNING: Present fails.
[16:43:03.509] [GAL] WARNING: Present fails.
[16:43:03.525] [GAL] WARNING: Present fails.
[16:43:03.525] [GAL] WARNING: Present fails.
[16:43:05.978] [GAL] WARNING: Present fails.
[16:43:05.994] [GAL] WARNING: Present fails.
[16:43:05.994] [GAL] WARNING: Present fails.
[16:43:06.010] [GAL] WARNING: Present fails.
[16:43:06.010] [GAL] WARNING: Present fails.
[16:43:06.026] [GAL] WARNING: Present fails.
[16:43:06.026] [GAL] WARNING: Present fails.
[16:43:06.041] [GAL] WARNING: Present fails.
[16:43:06.041] [GAL] WARNING: Present fails.
[16:43:06.041] [GAL] WARNING: Present fails.
[16:43:06.057] [GAL] WARNING: Present fails.
[16:43:06.057] [GAL] WARNING: Present fails.
[16:43:06.073] [GAL] WARNING: Present fails.
[16:43:06.073] [GAL] WARNING: Present fails.
[16:43:06.088] [GAL] WARNING: Present fails.
[16:43:06.088] [GAL] WARNING: Present fails.
[16:43:06.088] [GAL] WARNING: Present fails.
[16:43:06.104] [GAL] WARNING: Present fails.
[16:43:06.104] [GAL] WARNING: Present fails.
[16:43:06.120] [GAL] WARNING: Present fails.
[16:43:06.901] [GAL] WARNING: Present fails.
[16:43:06.916] [GAL] WARNING: Present fails.
[16:43:06.916] [GAL] WARNING: Present fails.
[16:43:06.932] [GAL] WARNING: Present fails.
[16:43:06.932] [GAL] WARNING: Present fails.
[16:43:07.729] [GAL] WARNING: Present fails.
[16:43:07.729] [GAL] WARNING: Present fails.
[16:43:07.745] [GAL] WARNING: Present fails.
[16:43:07.745] [GAL] WARNING: Present fails.
[16:43:07.760] [GAL] WARNING: Present fails.
[16:43:07.760] [GAL] WARNING: Present fails.
[16:43:07.776] [GAL] WARNING: Present fails.
[16:43:07.776] [GAL] WARNING: Present fails.
[16:43:07.792] [GAL] WARNING: Present fails.
[16:43:07.792] [GAL] WARNING: Present fails.
[16:43:07.792] [GAL] WARNING: Present fails.
[16:43:07.807] [GAL] WARNING: Present fails.
[16:43:07.807] [GAL] WARNING: Present fails.
[16:43:07.823] [GAL] WARNING: Present fails.
[16:43:07.823] [GAL] WARNING: Present fails.
[16:43:07.823] [GAL] WARNING: Present fails.
[16:43:07.838] [GAL] WARNING: Present fails.
[16:43:07.838] [GAL] WARNING: Present fails.
[16:43:07.838] [GAL] WARNING: Present fails.
[16:43:07.854] [GAL] WARNING: Present fails.
[16:43:08.823] [GAL] WARNING: Present fails.
[16:43:08.838] [GAL] WARNING: Present fails.
[16:43:08.854] [GAL] WARNING: Present fails.
[16:43:08.870] [GAL] WARNING: Present fails.
[16:43:08.870] [GAL] WARNING: Present fails.
[16:43:09.823] [GAL] WARNING: Present fails.
[16:43:09.839] [GAL] WARNING: Present fails.
[16:43:09.854] [GAL] WARNING: Present fails.
[16:43:09.870] [GAL] WARNING: Present fails.
[16:43:09.870] [GAL] WARNING: Present fails.
[16:43:09.885] [GAL] WARNING: Present fails.
[16:43:09.901] [GAL] WARNING: Present fails.
[16:43:09.917] [GAL] WARNING: Present fails.
[16:43:09.917] [GAL] WARNING: Present fails.
[16:43:09.932] [GAL] WARNING: Present fails.
[16:43:09.948] [GAL] WARNING: Present fails.
[16:43:09.948] [GAL] WARNING: Present fails.
[16:43:09.964] [GAL] WARNING: Present fails.
[16:43:09.979] [GAL] WARNING: Present fails.
[16:43:09.979] [GAL] WARNING: Present fails.
[16:43:09.995] [GAL] WARNING: Present fails.
[16:43:10.010] [GAL] WARNING: Present fails.
[16:43:10.010] [GAL] WARNING: Present fails.
[16:43:10.026] [GAL] WARNING: Present fails.
[16:43:10.026] [GAL] WARNING: Present fails.
[16:43:11.131] [GAL] WARNING: Present fails.
[16:43:11.131] [GAL] WARNING: Present fails.
[16:43:11.147] [GAL] WARNING: Present fails.
[16:43:11.147] [GAL] WARNING: Present fails.
[16:43:11.163] [GAL] WARNING: Present fails.
[16:43:12.163] [GAL] WARNING: Present fails.
[16:43:12.163] [GAL] WARNING: Present fails.
[16:43:12.179] [GAL] WARNING: Present fails.
[16:43:12.179] [GAL] WARNING: Present fails.
[16:43:12.195] [GAL] WARNING: Present fails.
[16:43:12.195] [GAL] WARNING: Present fails.
[16:43:12.210] [GAL] WARNING: Present fails.
[16:43:12.210] [GAL] WARNING: Present fails.
[16:43:12.226] [GAL] WARNING: Present fails.
[16:43:12.226] [GAL] WARNING: Present fails.
[16:43:12.242] [GAL] WARNING: Present fails.
[16:43:12.242] [GAL] WARNING: Present fails.
[16:43:12.242] [GAL] WARNING: Present fails.
[16:43:12.257] [GAL] WARNING: Present fails.
[16:43:12.257] [GAL] WARNING: Present fails.
[16:43:12.273] [GAL] WARNING: Present fails.
[16:43:12.273] [GAL] WARNING: Present fails.
[16:43:12.288] [GAL] WARNING: Present fails.
[16:43:12.288] [GAL] WARNING: Present fails.
[16:43:12.288] [GAL] WARNING: Present fails.
[16:43:12.820] [GAL] WARNING: Present fails.
[16:43:12.835] [GAL] WARNING: Present fails.
[16:43:12.835] [GAL] WARNING: Present fails.
[16:43:12.851] [GAL] WARNING: Present fails.
[16:43:12.851] [GAL] WARNING: Present fails.
[16:43:13.335] [GAL] WARNING: Present fails.
[16:43:13.351] [GAL] WARNING: Present fails.
[16:43:13.351] [GAL] WARNING: Present fails.
[16:43:13.367] [GAL] WARNING: Present fails.
[16:43:13.382] [GAL] WARNING: Present fails.
[16:43:13.382] [GAL] WARNING: Present fails.
[16:43:13.398] [GAL] WARNING: Present fails.
[16:43:13.398] [GAL] WARNING: Present fails.
[16:43:13.414] [GAL] WARNING: Present fails.
[16:43:13.414] [GAL] WARNING: Present fails.
[16:43:13.429] [GAL] WARNING: Present fails.
[16:43:13.445] [GAL] WARNING: Present fails.
[16:43:13.445] [GAL] WARNING: Present fails.
[16:43:13.460] [GAL] WARNING: Present fails.
[16:43:13.460] [GAL] WARNING: Present fails.
[16:43:13.476] [GAL] WARNING: Present fails.
[16:43:13.476] [GAL] WARNING: Present fails.
[16:43:13.492] [GAL] WARNING: Present fails.
[16:43:13.507] [GAL] WARNING: Present fails.
[16:43:13.507] [GAL] WARNING: Present fails.
[16:43:16.023] [GAL] WARNING: Present fails.
[16:43:16.023] [GAL] WARNING: Present fails.
[16:43:16.039] [GAL] WARNING: Present fails.
[16:43:16.039] [GAL] WARNING: Present fails.
[16:43:16.054] [GAL] WARNING: Present fails.
[16:43:18.523] [GAL] WARNING: Present fails.
[16:43:18.523] [GAL] WARNING: Present fails.
[16:43:18.539] [GAL] WARNING: Present fails.
[16:43:18.539] [GAL] WARNING: Present fails.
[16:43:18.554] [GAL] WARNING: Present fails.
[16:43:18.554] [GAL] WARNING: Present fails.
[16:43:18.570] [GAL] WARNING: Present fails.
[16:43:18.570] [GAL] WARNING: Present fails.
[16:43:18.586] [GAL] WARNING: Present fails.
[16:43:18.586] [GAL] WARNING: Present fails.
[16:43:18.601] [GAL] WARNING: Present fails.
[16:43:18.601] [GAL] WARNING: Present fails.
[16:43:18.601] [GAL] WARNING: Present fails.
[16:43:18.617] [GAL] WARNING: Present fails.
[16:43:18.617] [GAL] WARNING: Present fails.
[16:43:18.633] [GAL] WARNING: Present fails.
[16:43:18.633] [GAL] WARNING: Present fails.
[16:43:18.633] [GAL] WARNING: Present fails.
[16:43:18.648] [GAL] WARNING: Present fails.
[16:43:18.648] [GAL] WARNING: Present fails.
[16:43:25.571] [GAL] WARNING: Present fails.
[16:43:25.571] [GAL] WARNING: Present fails.
[16:43:25.586] [GAL] WARNING: Present fails.
[16:43:25.586] [GAL] WARNING: Present fails.
[16:43:25.586] [GAL] WARNING: Present fails.
[16:43:32.462] [GAL] WARNING: Present fails.
[16:43:32.477] [GAL] WARNING: Present fails.
[16:43:32.477] [GAL] WARNING: Present fails.
[16:43:32.477] [GAL] WARNING: Present fails.
[16:43:32.493] [GAL] WARNING: Present fails.
[16:43:32.493] [GAL] WARNING: Present fails.
[16:43:32.509] [GAL] WARNING: Present fails.
[16:43:32.509] [GAL] WARNING: Present fails.
[16:43:32.524] [GAL] WARNING: Present fails.
[16:43:32.524] [GAL] WARNING: Present fails.
[16:43:32.540] [GAL] WARNING: Present fails.
[16:43:32.540] [GAL] WARNING: Present fails.
[16:43:32.540] [GAL] WARNING: Present fails.
[16:43:32.555] [GAL] WARNING: Present fails.
[16:43:32.555] [GAL] WARNING: Present fails.
[16:43:32.555] [GAL] WARNING: Present fails.
[16:43:32.571] [GAL] WARNING: Present fails.
[16:43:32.571] [GAL] WARNING: Present fails.
[16:43:32.571] [GAL] WARNING: Present fails.
[16:43:32.587] [GAL] WARNING: Present fails.
[16:43:33.732] [GAL] WARNING: Present fails.
[16:43:33.747] [GAL] WARNING: Present fails.
[16:43:33.763] [GAL] WARNING: Present fails.
[16:43:33.763] [GAL] WARNING: Present fails.
[16:43:33.779] [GAL] WARNING: Present fails.
[16:43:34.857] [GAL] WARNING: Present fails.
[16:43:34.857] [GAL] WARNING: Present fails.
[16:43:34.872] [GAL] WARNING: Present fails.
[16:43:34.888] [GAL] WARNING: Present fails.
[16:43:34.888] [GAL] WARNING: Present fails.
[16:43:34.904] [GAL] WARNING: Present fails.
[16:43:34.904] [GAL] WARNING: Present fails.
[16:43:34.919] [GAL] WARNING: Present fails.
[16:43:34.935] [GAL] WARNING: Present fails.
[16:43:34.935] [GAL] WARNING: Present fails.
[16:43:34.951] [GAL] WARNING: Present fails.
[16:43:34.951] [GAL] WARNING: Present fails.
[16:43:34.966] [GAL] WARNING: Present fails.
[16:43:34.966] [GAL] WARNING: Present fails.
[16:43:34.982] [GAL] WARNING: Present fails.
[16:43:34.982] [GAL] WARNING: Present fails.
[16:43:34.997] [GAL] WARNING: Present fails.
[16:43:34.997] [GAL] WARNING: Present fails.
[16:43:35.013] [GAL] WARNING: Present fails.
[16:43:35.013] [GAL] WARNING: Present fails.
[16:43:42.792] [GAL] WARNING: Present fails.
[16:43:42.823] [GAL] WARNING: Present fails.
[16:43:42.839] [GAL] WARNING: Present fails.
[16:43:42.854] [GAL] WARNING: Present fails.
[16:43:42.870] [GAL] WARNING: Present fails.
[16:43:50.589] [GAL] WARNING: Present fails.
[16:43:50.605] [GAL] WARNING: Present fails.
